,,,,,,,,,,,,,,,
,MUNICÍPIO-CÓD,MUNICÍPIO,ANO FATO,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ
,310010,ABADIA DOS DOURADOS,2020,3,2,2,0,2,7,1,3,2,7,1,0
,310010,ABADIA DOS DOURADOS,2021,1,2,0,4,4,2,6,2,3,3,5,6
,310010,ABADIA DOS DOURADOS,2022,3,3,7,4,1,5,5,2,5,6,4,1
,310020,ABAETE,2020,22,21,14,10,17,10,17,15,15,13,21,17
,310020,ABAETE,2021,16,22,20,10,10,13,12,16,19,24,19,21
,310020,ABAETE,2022,25,22,17,22,21,11,15,13,12,23,18,15
,310030,ABRE-CAMPO,2020,3,4,7,11,3,4,2,5,9,4,11,5
,310030,ABRE-CAMPO,2021,2,9,3,6,6,4,10,4,3,3,4,4
,310030,ABRE-CAMPO,2022,6,6,6,12,9,7,2,9,8,7,2,7
,310040,ACAIACA,2020,8,2,2,1,2,0,1,2,1,4,2,1
,310040,ACAIACA,2021,4,3,1,3,2,1,3,1,1,2,3,1
,310040,ACAIACA,2022,0,2,1,3,1,1,2,1,2,3,2,3
,310050,ACUCENA,2020,1,1,1,4,2,3,4,5,2,4,2,4
,310050,ACUCENA,2021,1,2,1,3,3,0,3,3,2,4,4,0
,310050,ACUCENA,2022,2,4,3,1,6,1,2,1,4,5,3,1
,310060,AGUA BOA,2020,4,3,8,9,5,8,8,9,5,3,8,6
,310060,AGUA BOA,2021,2,6,6,4,4,6,6,2,4,3,4,4
,310060,AGUA BOA,2022,2,9,6,2,3,5,10,6,8,5,2,4
,310070,AGUA COMPRIDA,2020,4,4,0,3,2,2,1,2,1,2,3,5
,310070,AGUA COMPRIDA,2021,1,6,0,2,0,0,0,2,0,0,0,1
,310070,AGUA COMPRIDA,2022,1,2,2,1,4,3,3,2,2,2,0,1
,310080,AGUANIL,2020,4,5,1,1,0,1,2,1,2,2,0,1
,310080,AGUANIL,2021,2,0,1,1,3,3,4,2,2,3,2,1
,310080,AGUANIL,2022,2,2,1,1,3,1,3,1,5,3,1,1
,310090,AGUAS FORMOSAS,2020,13,6,11,12,15,8,8,6,9,8,6,15
,310090,AGUAS FORMOSAS,2021,17,5,12,11,19,20,12,11,17,17,14,7
,310090,AGUAS FORMOSAS,2022,12,14,14,17,10,19,8,7,6,9,13,5
,310100,AGUAS VERMELHAS,2020,6,3,5,3,0,2,6,5,5,6,6,5
,310100,AGUAS VERMELHAS,2021,6,0,6,5,3,2,3,3,7,10,4,4
,310100,AGUAS VERMELHAS,2022,3,4,0,4,2,1,4,6,3,2,2,1
,310110,AIMORES,2020,12,5,12,5,13,6,9,10,11,8,8,17
,310110,AIMORES,2021,20,15,16,12,10,16,14,22,21,15,17,22
,310110,AIMORES,2022,16,16,19,23,15,14,14,24,20,18,10,23
,310120,AIURUOCA,2020,2,1,2,2,0,1,0,0,1,2,3,3
,310120,AIURUOCA,2021,2,3,3,0,0,5,4,2,0,2,0,2
,310120,AIURUOCA,2022,1,3,4,2,2,0,3,1,0,3,2,0
,310130,ALAGOA,2020,2,0,0,1,1,0,0,0,0,0,0,0
,310130,ALAGOA,2021,1,0,0,0,1,1,0,0,0,2,0,0
,310130,ALAGOA,2022,0,1,0,1,0,0,0,1,0,0,0,2
,310140,ALBERTINA,2020,1,1,0,1,0,2,0,4,0,0,2,1
,310140,ALBERTINA,2021,0,1,4,2,3,0,1,2,1,0,2,3
,310140,ALBERTINA,2022,2,0,3,1,1,1,1,0,3,2,1,4
,310150,ALEM PARAIBA,2020,15,23,18,7,7,16,7,10,16,17,15,22
,310150,ALEM PARAIBA,2021,9,13,10,6,16,9,7,14,19,8,12,17
,310150,ALEM PARAIBA,2022,11,20,23,15,9,13,14,18,15,22,14,16
,310160,ALFENAS,2020,70,51,55,68,56,55,54,67,67,62,73,55
,310160,ALFENAS,2021,79,61,69,48,41,49,51,49,47,49,55,39
,310160,ALFENAS,2022,61,51,52,69,41,47,62,58,57,54,62,53
,310163,ALFREDO VASCONCELOS,2020,3,2,2,4,3,3,7,0,4,3,2,3
,310163,ALFREDO VASCONCELOS,2021,3,7,3,1,2,2,5,4,1,1,5,2
,310163,ALFREDO VASCONCELOS,2022,6,5,4,3,2,6,8,2,7,6,2,4
,310170,ALMENARA,2020,48,23,45,34,30,24,41,30,35,43,39,36
,310170,ALMENARA,2021,45,31,31,30,43,31,40,26,33,32,36,45
,310170,ALMENARA,2022,45,43,24,27,21,23,33,45,40,42,27,26
,310180,ALPERCATA,2020,3,3,2,2,3,4,4,5,7,7,3,4
,310180,ALPERCATA,2021,3,4,4,3,10,3,3,2,4,8,2,5
,310180,ALPERCATA,2022,6,2,1,3,3,2,3,5,2,4,2,3
,310190,ALPINOPOLIS,2020,5,11,11,12,7,7,14,8,17,17,8,12
,310190,ALPINOPOLIS,2021,14,11,5,5,6,10,8,10,6,8,7,5
,310190,ALPINOPOLIS,2022,5,4,6,6,11,9,5,5,8,8,10,14
,310200,ALTEROSA,2020,11,7,7,10,8,6,6,5,10,8,12,7
,310200,ALTEROSA,2021,8,4,6,4,8,4,6,4,4,13,6,6
,310200,ALTEROSA,2022,9,7,10,8,7,6,9,6,5,8,13,12
,310205,ALTO CAPARAO,2020,1,2,3,6,1,2,1,3,0,2,3,3
,310205,ALTO CAPARAO,2021,6,1,5,2,4,1,4,2,3,3,2,1
,310205,ALTO CAPARAO,2022,6,0,2,2,1,2,1,0,0,4,4,4
,310210,ALTO RIO DOCE,2020,5,2,2,5,4,3,5,4,4,5,3,1
,310210,ALTO RIO DOCE,2021,5,2,6,3,3,4,3,5,3,6,6,5
,310210,ALTO RIO DOCE,2022,1,9,2,8,4,5,5,5,4,2,9,3
,310220,ALVARENGA,2020,1,0,0,0,1,2,2,0,1,1,1,2
,310220,ALVARENGA,2021,0,0,3,1,0,1,1,0,2,2,1,1
,310220,ALVARENGA,2022,1,0,1,1,2,0,2,1,2,0,0,2
,310230,ALVINOPOLIS,2020,2,10,5,7,5,3,10,12,3,12,6,4
,310230,ALVINOPOLIS,2021,6,6,4,7,4,9,5,6,9,9,3,9
,310230,ALVINOPOLIS,2022,2,9,9,6,4,2,7,7,4,5,4,3
,310240,ALVORADA DE MINAS,2020,4,2,1,7,3,2,6,1,7,7,4,5
,310240,ALVORADA DE MINAS,2021,4,4,0,4,0,1,1,2,1,4,2,5
,310240,ALVORADA DE MINAS,2022,2,1,4,3,1,0,1,3,1,1,2,2
,310250,AMPARO DA SERRA,2020,4,9,3,3,3,2,3,5,2,0,7,2
,310250,AMPARO DA SERRA,2021,2,2,1,3,10,1,2,3,1,4,3,5
,310250,AMPARO DA SERRA,2022,2,2,4,7,3,2,2,1,6,1,4,2
,310260,ANDRADAS,2020,24,22,22,16,23,24,25,24,29,20,31,36
,310260,ANDRADAS,2021,34,31,33,25,25,22,28,25,32,28,24,24
,310260,ANDRADAS,2022,24,19,23,21,20,16,23,24,28,22,16,29
,310270,CACHOEIRA DE PAJEU,2020,4,2,0,0,1,1,7,2,6,3,2,1
,310270,CACHOEIRA DE PAJEU,2021,4,3,2,1,3,8,4,8,9,5,1,4
,310270,CACHOEIRA DE PAJEU,2022,5,1,2,0,4,2,3,6,1,1,3,4
,310280,ANDRELANDIA,2020,3,4,2,3,6,1,3,5,8,8,5,1
,310280,ANDRELANDIA,2021,4,4,6,1,2,4,1,4,3,1,7,8
,310280,ANDRELANDIA,2022,6,4,3,1,3,2,2,7,2,0,1,4
,310285,ANGELANDIA,2020,5,8,3,7,1,2,2,7,5,7,6,2
,310285,ANGELANDIA,2021,5,2,3,2,2,1,3,1,3,3,4,2
,310285,ANGELANDIA,2022,4,5,4,3,7,2,5,4,4,5,3,9
,310290,ANTONIO CARLOS,2020,4,7,3,5,4,6,6,5,5,13,3,11
,310290,ANTONIO CARLOS,2021,4,11,9,11,10,12,4,6,5,9,10,14
,310290,ANTONIO CARLOS,2022,9,8,12,10,4,11,11,6,11,12,4,9
,310300,ANTONIO DIAS,2020,1,1,2,2,5,3,2,3,3,3,4,5
,310300,ANTONIO DIAS,2021,2,1,6,5,3,6,3,1,5,3,0,1
,310300,ANTONIO DIAS,2022,2,3,4,2,6,2,2,1,0,3,4,7
,310310,ANTONIO PRADO DE MINAS,2020,0,0,0,0,0,2,0,0,4,2,0,0
,310310,ANTONIO PRADO DE MINAS,2021,0,0,0,0,1,0,0,1,0,0,0,0
,310310,ANTONIO PRADO DE MINAS,2022,0,1,0,3,2,0,0,0,0,2,0,0
,310320,ARACAI,2020,2,2,2,0,0,2,1,0,0,0,0,1
,310320,ARACAI,2021,1,0,0,0,0,0,0,2,1,1,2,5
,310320,ARACAI,2022,0,2,1,2,0,3,2,1,3,0,0,0
,310330,ARACITABA,2020,0,1,1,1,0,1,0,0,1,0,0,0
,310330,ARACITABA,2021,3,4,1,2,2,1,0,1,1,1,0,1
,310330,ARACITABA,2022,1,0,1,1,1,0,1,0,0,0,1,0
,310340,ARACUAI,2020,23,35,20,29,28,22,20,19,24,46,24,29
,310340,ARACUAI,2021,36,19,19,22,21,23,19,27,21,24,32,31
,310340,ARACUAI,2022,20,16,18,19,18,14,24,16,29,22,14,28
,310350,ARAGUARI,2020,76,68,78,62,74,54,70,84,90,79,75,78
,310350,ARAGUARI,2021,96,54,59,70,70,63,57,68,85,69,71,74
,310350,ARAGUARI,2022,59,64,66,58,42,52,63,61,67,62,75,76
,310360,ARANTINA,2020,1,1,0,2,1,2,1,0,0,2,2,1
,310360,ARANTINA,2021,0,0,1,1,0,0,0,0,0,0,0,0
,310360,ARANTINA,2022,1,0,0,3,4,2,1,2,2,0,3,1
,310370,ARAPONGA,2020,1,4,2,2,1,0,4,1,1,4,4,4
,310370,ARAPONGA,2021,4,0,1,0,1,0,1,1,4,2,6,3
,310370,ARAPONGA,2022,3,4,2,1,1,1,3,2,0,3,7,1
,310375,ARAPORA,2020,3,2,1,3,4,2,4,3,5,4,8,4
,310375,ARAPORA,2021,3,3,8,5,8,2,1,3,6,4,7,6
,310375,ARAPORA,2022,4,4,1,4,1,4,10,7,6,2,4,1
,310380,ARAPUA,2020,0,1,0,1,2,1,0,1,2,3,0,1
,310380,ARAPUA,2021,1,0,1,0,2,1,1,0,0,1,1,1
,310380,ARAPUA,2022,0,4,0,2,3,1,0,3,2,0,2,0
,310390,ARAUJOS,2020,5,2,5,2,5,3,9,7,6,8,7,8
,310390,ARAUJOS,2021,9,3,4,3,5,3,8,2,4,6,7,6
,310390,ARAUJOS,2022,6,2,5,5,4,0,5,5,4,4,6,9
,310400,ARAXA,2020,108,75,97,67,94,65,68,77,93,98,71,82
,310400,ARAXA,2021,91,57,75,60,94,70,77,91,95,83,71,80
,310400,ARAXA,2022,91,88,82,104,87,81,109,114,90,89,73,86
,310410,ARCEBURGO,2020,2,3,5,2,3,3,6,0,4,4,7,8
,310410,ARCEBURGO,2021,6,6,5,4,7,3,7,6,1,3,2,4
,310410,ARCEBURGO,2022,2,1,2,2,2,6,5,1,3,4,2,2
,310420,ARCOS,2020,30,25,24,15,28,18,19,34,30,28,33,26
,310420,ARCOS,2021,30,22,14,23,22,20,22,24,36,30,16,31
,310420,ARCOS,2022,26,20,25,31,34,18,20,20,25,23,29,25
,310430,AREADO,2020,6,14,9,9,8,10,10,10,13,7,9,6
,310430,AREADO,2021,10,8,8,9,8,12,9,2,5,7,2,9
,310430,AREADO,2022,8,5,9,3,6,8,9,12,7,6,6,8
,310440,ARGIRITA,2020,0,5,2,1,0,2,3,0,2,1,1,3
,310440,ARGIRITA,2021,1,3,1,1,2,1,0,3,1,1,2,1
,310440,ARGIRITA,2022,0,0,2,0,1,2,3,0,0,4,1,3
,310445,ARICANDUVA,2020,1,2,1,3,1,4,0,3,1,3,4,3
,310445,ARICANDUVA,2021,0,0,4,2,0,0,0,6,3,5,6,2
,310445,ARICANDUVA,2022,0,1,3,4,2,2,3,3,4,2,4,4
,310450,ARINOS,2020,14,12,5,16,11,8,8,9,21,9,10,11
,310450,ARINOS,2021,13,10,10,10,7,9,7,14,10,8,16,9
,310450,ARINOS,2022,4,6,8,18,12,11,13,13,8,16,9,11
,310460,ASTOLFO DUTRA,2020,2,6,2,5,1,0,1,6,3,4,0,7
,310460,ASTOLFO DUTRA,2021,5,5,7,2,6,0,6,6,6,4,6,5
,310460,ASTOLFO DUTRA,2022,3,2,5,2,2,3,4,3,3,4,4,5
,310470,ATALEIA,2020,4,8,4,5,7,5,8,9,7,4,7,8
,310470,ATALEIA,2021,4,8,11,6,5,5,10,1,6,7,8,8
,310470,ATALEIA,2022,7,10,3,0,6,8,2,7,3,3,1,4
,310480,AUGUSTO DE LIMA,2020,2,4,2,5,1,1,1,2,0,2,4,5
,310480,AUGUSTO DE LIMA,2021,4,0,1,1,5,1,4,6,1,3,5,6
,310480,AUGUSTO DE LIMA,2022,5,2,2,1,1,4,2,1,3,2,3,6
,310490,BAEPENDI,2020,12,5,5,12,15,7,14,3,9,8,2,8
,310490,BAEPENDI,2021,8,3,4,12,1,11,1,6,5,8,8,13
,310490,BAEPENDI,2022,15,9,9,12,6,11,6,11,10,7,10,11
,310500,BALDIM,2020,9,4,3,1,1,6,8,2,6,6,3,7
,310500,BALDIM,2021,3,5,11,5,6,3,5,6,5,4,2,4
,310500,BALDIM,2022,14,4,3,3,7,10,4,4,5,4,6,9
,310510,BAMBUI,2020,16,23,11,15,13,6,8,13,18,14,14,11
,310510,BAMBUI,2021,17,13,9,14,11,10,11,9,12,6,14,17
,310510,BAMBUI,2022,12,14,3,10,8,6,15,17,15,9,17,18
,310520,BANDEIRA,2020,1,4,2,1,2,1,0,0,0,0,0,2
,310520,BANDEIRA,2021,2,0,1,2,0,3,1,1,3,3,2,3
,310520,BANDEIRA,2022,4,1,0,1,2,1,0,1,1,2,0,0
,310530,BANDEIRA DO SUL,2020,0,4,2,4,0,1,1,1,2,4,3,4
,310530,BANDEIRA DO SUL,2021,1,4,1,0,3,1,1,6,3,2,2,2
,310530,BANDEIRA DO SUL,2022,3,1,2,0,3,3,2,3,2,2,0,3
,310540,BARAO DE COCAIS,2020,29,32,24,24,29,20,26,16,28,28,24,19
,310540,BARAO DE COCAIS,2021,34,32,24,16,27,23,23,26,31,24,21,24
,310540,BARAO DE COCAIS,2022,31,23,20,30,16,25,17,18,16,25,23,22
,310550,BARAO DO MONTE ALTO,2020,5,6,9,3,9,4,5,5,2,3,2,1
,310550,BARAO DO MONTE ALTO,2021,6,6,4,5,3,5,2,3,3,2,1,1
,310550,BARAO DO MONTE ALTO,2022,3,2,1,1,2,2,2,5,1,3,3,2
,310560,BARBACENA,2020,129,101,92,72,78,77,102,111,100,82,94,96
,310560,BARBACENA,2021,121,101,96,115,119,74,99,85,111,84,86,113
,310560,BARBACENA,2022,91,97,130,106,76,85,88,117,86,110,86,106
,310570,BARRA LONGA,2020,1,2,1,2,2,1,4,0,2,2,2,2
,310570,BARRA LONGA,2021,2,2,0,0,2,1,3,2,3,1,0,2
,310570,BARRA LONGA,2022,0,1,0,3,1,3,0,0,1,1,0,1
,310590,BARROSO,2020,15,14,9,10,13,8,19,13,7,16,10,13
,310590,BARROSO,2021,18,11,12,8,11,8,9,12,14,20,10,13
,310590,BARROSO,2022,11,18,10,7,8,3,13,17,12,9,12,22
,310600,BELA VISTA DE MINAS,2020,4,9,5,7,7,4,6,8,5,7,1,4
,310600,BELA VISTA DE MINAS,2021,10,2,7,8,5,5,3,3,3,8,4,2
,310600,BELA VISTA DE MINAS,2022,2,9,7,4,1,6,4,3,4,3,5,4
,310610,BELMIRO BRAGA,2020,1,0,1,0,4,0,0,1,1,1,1,0
,310610,BELMIRO BRAGA,2021,2,1,0,2,0,0,3,0,0,3,0,0
,310610,BELMIRO BRAGA,2022,0,1,0,0,0,0,0,1,1,3,1,0
,310620,BELO HORIZONTE,2020,1.673,1.576,1.344,1.145,1.316,1.291,1.315,1.405,1.466,1.428,1.533,1.522
,310620,BELO HORIZONTE,2021,1.628,1.334,1.516,1.499,1.417,1.282,1.380,1.412,1.444,1.500,1.353,1.400
,310620,BELO HORIZONTE,2022,1.385,1.284,1.425,1.401,1.255,1.240,1.368,1.470,1.410,1.573,1.316,1.405
,310630,BELO ORIENTE,2020,6,13,11,12,16,10,17,18,14,20,13,15
,310630,BELO ORIENTE,2021,13,11,11,13,18,9,7,12,16,10,12,22
,310630,BELO ORIENTE,2022,3,10,16,9,15,11,17,9,13,17,5,16
,310640,BELO VALE,2020,7,5,3,4,4,4,10,13,6,9,9,8
,310640,BELO VALE,2021,9,5,3,5,3,4,3,6,8,6,9,8
,310640,BELO VALE,2022,7,5,5,2,5,3,4,4,0,7,2,6
,310650,BERILO,2020,3,2,1,2,2,5,4,2,5,4,2,6
,310650,BERILO,2021,1,4,4,4,3,3,0,5,4,2,4,2
,310650,BERILO,2022,8,1,1,2,3,1,5,3,0,4,4,3
,310660,BERTOPOLIS,2020,2,4,0,0,1,0,1,4,3,2,5,1
,310660,BERTOPOLIS,2021,2,2,0,0,1,1,0,3,0,1,0,3
,310660,BERTOPOLIS,2022,1,1,3,1,1,3,3,0,3,2,1,0
,310665,BERIZAL,2020,1,0,0,1,1,1,1,0,0,2,1,0
,310665,BERIZAL,2021,2,2,1,1,6,1,1,0,0,1,2,2
,310665,BERIZAL,2022,0,1,2,2,1,0,1,0,0,1,0,1
,310670,BETIM,2020,239,205,198,157,178,184,193,196,200,231,194,200
,310670,BETIM,2021,216,208,208,186,187,216,207,207,242,215,223,227
,310670,BETIM,2022,227,182,194,204,191,170,180,212,223,252,172,208
,310680,BIAS FORTES,2020,1,3,3,1,1,0,2,2,1,2,3,3
,310680,BIAS FORTES,2021,1,4,2,1,1,3,2,1,1,5,1,1
,310680,BIAS FORTES,2022,4,2,2,1,2,1,2,2,1,1,1,3
,310690,BICAS,2020,14,16,11,10,11,8,2,3,13,6,15,10
,310690,BICAS,2021,16,5,7,7,6,7,9,11,9,11,14,11
,310690,BICAS,2022,9,9,8,12,11,13,3,10,8,11,3,1
,310700,BIQUINHAS,2020,1,2,1,0,6,2,2,0,0,4,4,2
,310700,BIQUINHAS,2021,2,1,1,0,1,0,0,1,1,0,2,1
,310700,BIQUINHAS,2022,4,3,2,2,3,2,1,4,1,2,1,0
,310710,BOA ESPERANCA,2020,28,25,20,16,21,16,24,26,29,25,21,22
,310710,BOA ESPERANCA,2021,34,17,28,34,25,23,18,22,29,25,23,30
,310710,BOA ESPERANCA,2022,24,20,25,27,14,24,15,24,22,25,16,30
,310720,BOCAINA DE MINAS,2020,0,0,0,5,1,6,1,1,2,0,2,4
,310720,BOCAINA DE MINAS,2021,1,1,4,2,2,0,1,1,3,0,0,0
,310720,BOCAINA DE MINAS,2022,2,1,2,3,2,3,0,3,3,1,0,3
,310730,BOCAIUVA,2020,32,30,22,23,20,19,25,21,20,43,36,29
,310730,BOCAIUVA,2021,32,21,32,44,27,19,29,30,36,37,21,37
,310730,BOCAIUVA,2022,32,26,30,29,30,32,23,34,33,30,34,23
,310740,BOM DESPACHO,2020,27,46,42,24,34,25,28,19,17,23,29,34
,310740,BOM DESPACHO,2021,24,24,23,21,23,21,22,22,19,30,25,24
,310740,BOM DESPACHO,2022,27,22,33,19,25,35,28,18,29,33,24,44
,310750,BOM JARDIM DE MINAS,2020,1,4,1,2,4,1,2,3,4,1,1,1
,310750,BOM JARDIM DE MINAS,2021,0,4,3,4,4,1,4,3,3,4,1,5
,310750,BOM JARDIM DE MINAS,2022,2,4,3,2,1,3,3,2,2,4,2,3
,310760,BOM JESUS DA PENHA,2020,0,0,2,1,0,2,2,2,0,2,3,1
,310760,BOM JESUS DA PENHA,2021,3,2,0,1,4,0,2,2,2,2,6,3
,310760,BOM JESUS DA PENHA,2022,3,0,1,1,0,2,0,0,2,1,0,1
,310770,BOM JESUS DO AMPARO,2020,3,4,1,7,4,3,8,1,5,6,1,1
,310770,BOM JESUS DO AMPARO,2021,3,5,8,8,1,0,3,3,4,5,4,5
,310770,BOM JESUS DO AMPARO,2022,4,2,1,2,1,4,6,2,1,4,5,4
,310780,BOM JESUS DO GALHO,2020,4,4,9,6,3,6,7,4,7,2,4,3
,310780,BOM JESUS DO GALHO,2021,4,5,6,6,7,3,8,7,7,11,7,8
,310780,BOM JESUS DO GALHO,2022,5,6,2,5,1,5,4,2,9,4,6,11
,310790,BOM REPOUSO,2020,1,5,5,2,2,2,3,4,1,0,5,1
,310790,BOM REPOUSO,2021,2,4,4,4,0,3,3,6,6,3,2,4
,310790,BOM REPOUSO,2022,0,4,2,4,7,5,6,3,2,3,3,4
,310800,BOM SUCESSO,2020,11,10,8,9,6,4,11,10,7,7,11,4
,310800,BOM SUCESSO,2021,12,8,9,15,5,7,1,4,2,10,8,5
,310800,BOM SUCESSO,2022,4,10,9,8,4,7,10,4,5,5,7,11
,310810,BONFIM,2020,1,13,3,3,1,3,2,3,1,2,3,9
,310810,BONFIM,2021,3,9,4,4,7,10,3,1,7,5,8,1
,310810,BONFIM,2022,4,3,5,4,9,4,4,5,3,1,3,5
,310820,BONFINOPOLIS DE MINAS,2020,4,4,8,5,4,2,3,5,2,1,3,3
,310820,BONFINOPOLIS DE MINAS,2021,5,0,4,1,2,3,6,1,1,0,3,3
,310820,BONFINOPOLIS DE MINAS,2022,2,6,3,5,2,7,2,3,5,6,3,1
,310825,BONITO DE MINAS,2020,1,1,2,1,4,1,3,2,0,0,3,6
,310825,BONITO DE MINAS,2021,6,3,4,1,4,2,1,4,3,1,3,2
,310825,BONITO DE MINAS,2022,3,3,2,1,1,2,5,3,1,3,5,0
,310830,BORDA DA MATA,2020,5,4,9,8,4,7,3,6,9,7,9,8
,310830,BORDA DA MATA,2021,18,7,3,6,9,10,5,15,11,11,7,7
,310830,BORDA DA MATA,2022,7,7,5,1,6,4,4,8,9,7,6,14
,310840,BOTELHOS,2020,15,10,10,5,11,9,13,10,10,17,17,15
,310840,BOTELHOS,2021,8,4,12,10,5,11,10,9,9,11,9,7
,310840,BOTELHOS,2022,8,12,13,5,4,4,15,10,2,8,13,10
,310850,BOTUMIRIM,2020,2,4,3,5,4,10,3,4,9,2,3,1
,310850,BOTUMIRIM,2021,3,4,2,2,3,2,1,3,1,6,2,8
,310850,BOTUMIRIM,2022,2,3,1,2,3,1,3,3,1,4,4,5
,310855,BRASILANDIA DE MINAS,2020,3,4,7,3,5,4,6,6,7,10,5,5
,310855,BRASILANDIA DE MINAS,2021,9,9,6,7,6,5,9,6,10,8,6,8
,310855,BRASILANDIA DE MINAS,2022,5,10,6,8,10,5,10,3,5,10,5,10
,310860,BRASILIA DE MINAS,2020,15,10,6,8,12,10,13,8,19,18,7,16
,310860,BRASILIA DE MINAS,2021,21,7,15,12,15,12,17,26,20,18,14,20
,310860,BRASILIA DE MINAS,2022,19,19,15,15,11,11,14,20,16,21,16,16
,310870,BRAS PIRES,2020,5,5,2,0,2,2,1,0,1,0,7,0
,310870,BRAS PIRES,2021,1,3,0,1,0,2,0,3,1,1,0,0
,310870,BRAS PIRES,2022,2,0,2,1,0,0,1,2,1,0,1,0
,310880,BRAUNAS,2020,1,9,9,4,1,2,2,6,6,10,4,4
,310880,BRAUNAS,2021,1,1,2,4,3,4,3,1,2,1,3,5
,310880,BRAUNAS,2022,3,3,3,4,1,3,2,1,0,0,0,2
,310890,BRASOPOLIS,2020,3,6,6,2,6,7,5,5,2,11,8,12
,310890,BRASOPOLIS,2021,12,8,5,5,6,4,4,12,5,16,6,4
,310890,BRASOPOLIS,2022,5,4,1,10,2,0,11,3,11,4,2,3
,310900,BRUMADINHO,2020,27,23,37,35,14,19,21,30,23,50,32,22
,310900,BRUMADINHO,2021,38,23,23,34,34,29,22,36,41,33,34,31
,310900,BRUMADINHO,2022,23,21,31,35,28,23,16,28,25,19,15,27
,310910,BUENO BRANDAO,2020,3,3,4,6,2,0,2,1,2,3,3,3
,310910,BUENO BRANDAO,2021,5,4,1,4,5,0,1,1,4,11,2,6
,310910,BUENO BRANDAO,2022,2,0,1,7,5,3,2,2,2,2,3,1
,310920,BUENOPOLIS,2020,9,7,9,12,5,1,4,3,4,9,10,15
,310920,BUENOPOLIS,2021,7,3,5,14,12,6,2,3,17,6,11,9
,310920,BUENOPOLIS,2022,6,7,13,3,9,5,8,10,6,8,8,4
,310925,BUGRE,2020,3,4,5,1,1,1,0,3,4,2,1,1
,310925,BUGRE,2021,1,1,1,1,3,2,0,5,3,3,1,1
,310925,BUGRE,2022,3,2,1,2,0,1,4,2,1,2,7,3
,310930,BURITIS,2020,9,12,11,18,12,14,18,16,23,14,19,12
,310930,BURITIS,2021,18,20,17,21,13,9,10,15,22,25,17,19
,310930,BURITIS,2022,22,18,18,19,18,24,18,10,22,19,19,8
,310940,BURITIZEIRO,2020,9,16,21,15,16,16,22,13,27,16,24,22
,310940,BURITIZEIRO,2021,11,20,15,17,18,22,16,15,17,26,17,13
,310940,BURITIZEIRO,2022,18,20,13,10,14,19,20,30,14,17,14,20
,310945,CABECEIRA GRANDE,2020,3,3,1,5,3,4,4,5,4,2,4,2
,310945,CABECEIRA GRANDE,2021,3,5,2,8,3,1,2,3,2,8,4,6
,310945,CABECEIRA GRANDE,2022,4,3,4,2,2,6,11,3,7,7,2,2
,310950,CABO VERDE,2020,14,8,4,6,6,2,4,7,4,5,6,8
,310950,CABO VERDE,2021,6,4,8,9,5,6,7,6,5,4,2,10
,310950,CABO VERDE,2022,5,4,5,5,5,2,7,4,9,9,9,5
,310960,CACHOEIRA DA PRATA,2020,1,1,2,0,2,2,1,1,0,1,1,0
,310960,CACHOEIRA DA PRATA,2021,0,2,0,1,2,2,4,3,3,2,5,0
,310960,CACHOEIRA DA PRATA,2022,1,3,3,1,4,4,2,11,1,0,2,0
,310970,CACHOEIRA DE MINAS,2020,8,0,2,4,7,4,5,5,5,9,4,1
,310970,CACHOEIRA DE MINAS,2021,6,1,5,6,5,4,4,5,2,5,6,4
,310970,CACHOEIRA DE MINAS,2022,4,4,7,4,5,0,6,6,6,8,3,1
,310980,CACHOEIRA DOURADA,2020,1,2,0,0,1,0,0,0,1,2,0,0
,310980,CACHOEIRA DOURADA,2021,1,2,0,1,0,2,0,2,3,2,0,1
,310980,CACHOEIRA DOURADA,2022,0,1,0,1,1,0,1,1,0,0,0,0
,310990,CAETANOPOLIS,2020,8,16,10,3,5,5,10,11,11,10,8,13
,310990,CAETANOPOLIS,2021,3,4,10,4,15,8,4,8,8,5,8,8
,310990,CAETANOPOLIS,2022,11,4,5,6,9,5,2,3,2,6,4,5
,311000,CAETE,2020,26,34,26,22,18,14,25,27,34,30,38,39
,311000,CAETE,2021,28,18,14,19,28,22,32,21,20,22,19,23
,311000,CAETE,2022,28,20,25,28,27,17,23,27,21,24,30,17
,311010,CAIANA,2020,0,1,1,1,0,2,1,2,2,0,1,0
,311010,CAIANA,2021,2,1,1,3,1,2,6,2,3,2,5,2
,311010,CAIANA,2022,3,3,4,6,1,1,1,3,1,0,4,2
,311020,CAJURI,2020,2,1,4,0,5,0,0,1,1,1,4,4
,311020,CAJURI,2021,4,6,2,2,1,2,2,1,5,1,1,2
,311020,CAJURI,2022,3,4,1,4,3,2,0,4,6,2,2,2
,311030,CALDAS,2020,4,7,5,3,7,4,1,7,6,5,7,6
,311030,CALDAS,2021,8,8,12,6,3,7,11,5,6,12,7,7
,311030,CALDAS,2022,3,5,4,3,5,4,10,8,4,8,6,9
,311040,CAMACHO,2020,3,5,0,0,0,1,1,1,5,1,0,0
,311040,CAMACHO,2021,4,1,0,1,0,0,2,2,0,1,0,0
,311040,CAMACHO,2022,0,0,0,1,0,0,0,0,0,0,2,0
,311050,CAMANDUCAIA,2020,15,24,8,16,11,9,15,16,13,13,13,17
