MUNICÍPIO-CÓD,MUNICÍPIO,ANO FATO,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ
315830,SANTANA DA VARGEM,2021,3,1,,,,,,,,,,
315840,SANTANA DE CATAGUASES,2018,4,1,1,2,0,1,2,1,2,2,3,4
315840,SANTANA DE CATAGUASES,2019,1,1,2,0,1,0,4,0,0,1,1,1
315840,SANTANA DE CATAGUASES,2020,0,1,3,7,0,1,3,3,0,1,5,0
315840,SANTANA DE CATAGUASES,2021,3,2,,,,,,,,,,
315850,SANTANA DE PIRAPAMA,2018,2,3,1,6,6,6,1,4,0,3,1,1
315850,SANTANA DE PIRAPAMA,2019,5,3,1,1,5,2,7,6,1,4,4,3
315850,SANTANA DE PIRAPAMA,2020,3,3,0,1,4,2,3,2,4,0,5,2
315850,SANTANA DE PIRAPAMA,2021,3,0,,,,,,,,,,
315860,SANTANA DO DESERTO,2018,1,2,0,4,1,0,2,0,1,2,1,2
315860,SANTANA DO DESERTO,2019,4,1,1,0,0,2,0,1,2,2,2,2
315860,SANTANA DO DESERTO,2020,1,0,1,1,0,0,0,1,0,0,0,0
315870,SANTANA DO GARAMBEU,2018,1,0,0,0,1,0,3,2,2,2,1,1
315870,SANTANA DO GARAMBEU,2019,0,3,2,0,1,1,1,0,1,1,1,3
315870,SANTANA DO GARAMBEU,2020,1,1,0,0,3,0,0,0,0,3,0,0
315870,SANTANA DO GARAMBEU,2021,5,1,,,,,,,,,,
315880,SANTANA DO JACARE,2018,3,4,3,0,0,2,3,1,2,3,2,4
315880,SANTANA DO JACARE,2019,3,3,5,0,2,2,2,4,0,3,0,3
315880,SANTANA DO JACARE,2020,1,4,0,1,1,2,0,2,1,2,0,0
315880,SANTANA DO JACARE,2021,1,2,,,,,,,,,,
315890,SANTANA DO MANHUACU,2018,2,4,6,4,1,3,5,1,4,4,0,5
315890,SANTANA DO MANHUACU,2019,5,5,7,1,4,4,2,3,3,6,2,9
315890,SANTANA DO MANHUACU,2020,4,4,5,1,6,8,3,2,6,2,7,0
315890,SANTANA DO MANHUACU,2021,4,3,,,,,,,,,,
315895,SANTANA DO PARAISO,2018,10,9,22,20,10,14,8,11,14,24,15,11
315895,SANTANA DO PARAISO,2019,20,18,16,17,21,11,10,15,25,22,14,15
315895,SANTANA DO PARAISO,2020,16,22,21,17,18,16,21,13,22,19,25,24
315895,SANTANA DO PARAISO,2021,18,27,,,,,,,,,,
315900,SANTANA DO RIACHO,2018,5,0,4,4,2,5,8,5,4,7,4,2
315900,SANTANA DO RIACHO,2019,7,4,3,1,2,3,7,3,5,5,2,2
315900,SANTANA DO RIACHO,2020,4,5,7,5,3,4,2,8,5,2,3,2
315900,SANTANA DO RIACHO,2021,2,7,,,,,,,,,,
315910,SANTANA DOS MONTES,2018,1,0,0,2,1,1,1,0,2,3,1,5
315910,SANTANA DOS MONTES,2019,3,3,2,1,2,1,4,2,2,4,3,2
315910,SANTANA DOS MONTES,2020,0,2,0,3,0,3,1,1,6,7,3,1
315910,SANTANA DOS MONTES,2021,3,0,,,,,,,,,,
315920,SANTA RITA DE CALDAS,2018,5,5,5,6,1,4,2,2,2,4,4,3
315920,SANTA RITA DE CALDAS,2019,1,3,5,1,5,3,7,4,6,4,6,7
315920,SANTA RITA DE CALDAS,2020,2,4,3,1,1,6,3,0,2,3,2,2
315920,SANTA RITA DE CALDAS,2021,6,6,,,,,,,,,,
315930,SANTA RITA DE JACUTINGA,2018,0,0,0,0,1,1,1,0,3,0,3,4
315930,SANTA RITA DE JACUTINGA,2019,0,2,3,1,1,1,1,1,1,1,0,1
315930,SANTA RITA DE JACUTINGA,2020,1,2,3,0,0,0,0,0,0,2,1,1
315930,SANTA RITA DE JACUTINGA,2021,2,1,,,,,,,,,,
315935,SANTA RITA DE MINAS,2018,7,3,2,5,5,2,0,2,7,2,1,2
315935,SANTA RITA DE MINAS,2019,3,2,2,2,2,5,3,3,0,3,6,5
315935,SANTA RITA DE MINAS,2020,5,7,7,4,10,7,6,3,5,1,4,2
315935,SANTA RITA DE MINAS,2021,5,1,,,,,,,,,,
315940,SANTA RITA DO IBITIPOCA,2018,2,1,3,1,0,1,0,2,2,1,0,1
315940,SANTA RITA DO IBITIPOCA,2019,0,2,0,2,0,0,2,1,2,0,0,0
315940,SANTA RITA DO IBITIPOCA,2020,0,0,0,1,0,2,3,0,1,1,3,0
315940,SANTA RITA DO IBITIPOCA,2021,1,0,,,,,,,,,,
315950,SANTA RITA DO ITUETO,2018,1,4,5,6,7,4,3,1,3,4,3,4
315950,SANTA RITA DO ITUETO,2019,2,6,2,1,6,3,5,2,2,0,3,2
315950,SANTA RITA DO ITUETO,2020,1,2,0,2,3,3,2,3,2,8,2,4
315950,SANTA RITA DO ITUETO,2021,5,1,,,,,,,,,,
315960,SANTA RITA DO SAPUCAI,2018,26,18,17,16,10,21,22,14,17,18,20,28
315960,SANTA RITA DO SAPUCAI,2019,17,24,25,18,22,15,23,10,16,12,25,14
315960,SANTA RITA DO SAPUCAI,2020,22,19,21,18,12,21,22,19,26,22,30,26
315960,SANTA RITA DO SAPUCAI,2021,20,27,,,,,,,,,,
315970,SANTA ROSA DA SERRA,2018,3,1,2,1,1,2,2,1,2,1,2,3
315970,SANTA ROSA DA SERRA,2019,1,5,2,1,0,4,0,1,3,4,3,2
315970,SANTA ROSA DA SERRA,2020,3,3,1,4,3,1,1,3,2,8,3,1
315970,SANTA ROSA DA SERRA,2021,3,5,,,,,,,,,,
315980,SANTA VITORIA,2018,11,4,11,11,5,16,8,3,9,8,6,13
315980,SANTA VITORIA,2019,10,13,13,4,10,7,10,8,5,17,7,10
315980,SANTA VITORIA,2020,8,9,4,5,11,8,7,7,10,10,12,11
315980,SANTA VITORIA,2021,11,12,,,,,,,,,,
315990,SANTO ANTONIO DO AMPARO,2018,15,13,9,3,6,13,6,9,11,11,11,13
315990,SANTO ANTONIO DO AMPARO,2019,7,14,13,11,8,10,9,9,11,12,9,13
315990,SANTO ANTONIO DO AMPARO,2020,13,13,9,5,4,11,7,5,15,14,11,20
315990,SANTO ANTONIO DO AMPARO,2021,8,7,,,,,,,,,,
316000,SANTO ANTONIO DO AVENTUREIRO,2018,1,2,2,0,1,1,2,1,2,1,1,2
316000,SANTO ANTONIO DO AVENTUREIRO,2019,0,1,2,1,4,1,0,1,0,1,0,2
316000,SANTO ANTONIO DO AVENTUREIRO,2020,0,3,0,2,3,1,0,1,0,0,0,0
316000,SANTO ANTONIO DO AVENTUREIRO,2021,0,1,,,,,,,,,,
316010,SANTO ANTONIO DO GRAMA,2018,3,2,8,4,3,2,1,3,5,4,4,6
316010,SANTO ANTONIO DO GRAMA,2019,4,0,4,2,2,6,2,3,2,1,1,0
316010,SANTO ANTONIO DO GRAMA,2020,3,3,1,1,2,4,2,5,4,0,4,3
316010,SANTO ANTONIO DO GRAMA,2021,4,0,,,,,,,,,,
316020,SANTO ANTONIO DO ITAMBE,2018,0,2,3,0,1,0,3,6,7,4,0,3
316020,SANTO ANTONIO DO ITAMBE,2019,5,1,4,3,2,1,4,7,5,4,4,3
316020,SANTO ANTONIO DO ITAMBE,2020,2,6,6,4,3,6,4,5,2,4,2,1
316020,SANTO ANTONIO DO ITAMBE,2021,4,4,,,,,,,,,,
316030,SANTO ANTONIO DO JACINTO,2018,2,2,3,3,2,3,2,1,0,6,3,1
316030,SANTO ANTONIO DO JACINTO,2019,1,2,5,4,4,3,1,1,3,2,2,0
316030,SANTO ANTONIO DO JACINTO,2020,3,8,1,1,5,1,5,0,2,3,3,2
316030,SANTO ANTONIO DO JACINTO,2021,1,0,,,,,,,,,,
316040,SANTO ANTONIO DO MONTE,2018,15,18,16,10,15,12,15,24,13,11,6,12
316040,SANTO ANTONIO DO MONTE,2019,16,12,14,15,20,6,9,7,12,22,9,27
316040,SANTO ANTONIO DO MONTE,2020,18,25,17,14,16,13,10,18,18,11,15,13
316040,SANTO ANTONIO DO MONTE,2021,19,14,,,,,,,,,,
316045,SANTO ANTONIO DO RETIRO,2018,0,2,1,1,0,2,0,2,4,0,1,5
316045,SANTO ANTONIO DO RETIRO,2019,1,3,3,1,3,4,5,5,2,2,2,1
316045,SANTO ANTONIO DO RETIRO,2020,1,1,0,2,1,0,2,3,1,1,2,3
316045,SANTO ANTONIO DO RETIRO,2021,1,5,,,,,,,,,,
316050,SANTO ANTONIO DO RIO ABAIXO,2018,0,0,0,0,0,0,0,1,0,1,0,0
316050,SANTO ANTONIO DO RIO ABAIXO,2019,0,0,2,1,2,1,3,1,0,0,0,0
316050,SANTO ANTONIO DO RIO ABAIXO,2020,2,1,0,2,0,0,1,2,4,0,0,2
316060,SANTO HIPOLITO,2018,1,2,1,2,3,1,4,4,0,2,3,4
316060,SANTO HIPOLITO,2019,1,1,3,0,3,2,2,3,4,1,2,0
316060,SANTO HIPOLITO,2020,3,2,1,2,5,2,2,1,1,2,1,7
316060,SANTO HIPOLITO,2021,2,2,,,,,,,,,,
316070,SANTOS DUMONT,2018,25,28,22,35,28,28,30,46,23,39,27,26
316070,SANTOS DUMONT,2019,40,28,41,30,30,32,33,33,37,41,37,33
316070,SANTOS DUMONT,2020,24,28,24,29,23,24,28,25,38,28,28,30
316070,SANTOS DUMONT,2021,34,23,,,,,,,,,,
316080,SAO BENTO ABADE,2018,6,4,2,7,4,3,2,3,4,9,5,6
316080,SAO BENTO ABADE,2019,4,10,1,4,2,2,2,3,5,1,1,7
316080,SAO BENTO ABADE,2020,0,2,2,5,4,2,2,1,3,4,5,2
316080,SAO BENTO ABADE,2021,4,2,,,,,,,,,,
316090,SAO BRAS DO SUACUI,2018,1,2,1,1,0,0,2,0,4,0,2,1
316090,SAO BRAS DO SUACUI,2019,1,4,3,5,2,5,2,0,1,2,2,4
316090,SAO BRAS DO SUACUI,2020,3,3,2,0,1,1,2,1,1,2,2,0
316090,SAO BRAS DO SUACUI,2021,2,2,,,,,,,,,,
316095,SAO DOMINGOS DAS DORES,2018,0,0,1,1,1,0,4,3,5,0,2,2
316095,SAO DOMINGOS DAS DORES,2019,3,0,0,2,4,0,1,1,0,0,1,2
316095,SAO DOMINGOS DAS DORES,2020,0,0,1,0,2,1,2,0,2,2,1,0
316095,SAO DOMINGOS DAS DORES,2021,1,1,,,,,,,,,,
316100,SAO DOMINGOS DO PRATA,2018,6,19,13,7,8,5,14,9,13,13,11,12
316100,SAO DOMINGOS DO PRATA,2019,6,10,10,7,5,10,5,11,20,13,6,11
316100,SAO DOMINGOS DO PRATA,2020,12,9,10,6,11,9,8,12,12,8,6,11
316100,SAO DOMINGOS DO PRATA,2021,12,7,,,,,,,,,,
316105,SAO FELIX DE MINAS,2018,3,5,3,0,1,2,1,1,1,3,1,1
316105,SAO FELIX DE MINAS,2019,4,3,1,1,0,3,2,0,4,3,0,1
316105,SAO FELIX DE MINAS,2020,0,1,2,1,2,1,1,1,3,2,2,1
316105,SAO FELIX DE MINAS,2021,1,2,,,,,,,,,,
316110,SAO FRANCISCO,2018,33,28,23,35,35,37,17,39,42,26,21,32
316110,SAO FRANCISCO,2019,28,33,32,36,31,33,24,25,29,38,21,31
316110,SAO FRANCISCO,2020,22,24,31,25,31,17,17,19,30,43,30,30
316110,SAO FRANCISCO,2021,26,23,,,,,,,,,,
316120,SAO FRANCISCO DE PAULA,2018,1,2,3,3,4,4,2,3,3,2,4,1
316120,SAO FRANCISCO DE PAULA,2019,8,5,2,3,2,6,2,1,3,2,1,1
316120,SAO FRANCISCO DE PAULA,2020,5,0,0,1,1,2,3,4,3,5,5,2
316120,SAO FRANCISCO DE PAULA,2021,0,1,,,,,,,,,,
316130,SAO FRANCISCO DE SALES,2018,1,5,5,4,7,1,4,2,9,1,1,9
316130,SAO FRANCISCO DE SALES,2019,2,3,3,5,1,3,1,3,2,0,4,5
316130,SAO FRANCISCO DE SALES,2020,3,3,4,1,2,4,4,5,5,3,4,2
316130,SAO FRANCISCO DE SALES,2021,3,1,,,,,,,,,,
316140,SAO FRANCISCO DO GLORIA,2018,2,3,2,1,1,1,2,6,3,1,3,1
316140,SAO FRANCISCO DO GLORIA,2019,8,2,2,1,3,2,1,4,0,1,2,3
316140,SAO FRANCISCO DO GLORIA,2020,3,0,5,5,1,0,0,0,4,4,3,1
316140,SAO FRANCISCO DO GLORIA,2021,4,3,,,,,,,,,,
316150,SAO GERALDO,2018,3,3,3,3,2,3,4,2,4,2,5,3
316150,SAO GERALDO,2019,1,1,3,4,2,3,3,2,4,5,5,3
316150,SAO GERALDO,2020,2,1,0,4,1,2,3,7,6,2,4,4
316150,SAO GERALDO,2021,2,3,,,,,,,,,,
316160,SAO GERALDO DA PIEDADE,2018,0,1,2,1,2,0,0,3,4,2,0,6
316160,SAO GERALDO DA PIEDADE,2019,3,3,2,3,2,1,4,3,2,0,4,6
316160,SAO GERALDO DA PIEDADE,2020,5,1,3,0,2,2,2,3,2,0,1,1
316160,SAO GERALDO DA PIEDADE,2021,3,1,,,,,,,,,,
316165,SAO GERALDO DO BAIXIO,2018,1,2,0,2,3,1,1,0,1,0,2,2
316165,SAO GERALDO DO BAIXIO,2019,1,1,0,0,0,2,2,1,0,2,2,4
316165,SAO GERALDO DO BAIXIO,2020,0,3,3,1,2,6,3,1,2,0,0,1
316165,SAO GERALDO DO BAIXIO,2021,1,1,,,,,,,,,,
316170,SAO GONCALO DO ABAETE,2018,4,2,3,6,6,2,2,3,4,1,9,5
316170,SAO GONCALO DO ABAETE,2019,3,4,2,3,7,8,2,3,4,4,4,5
316170,SAO GONCALO DO ABAETE,2020,6,3,4,3,2,4,5,3,5,0,5,4
316170,SAO GONCALO DO ABAETE,2021,6,6,,,,,,,,,,
316180,SAO GONCALO DO PARA,2018,6,6,10,6,5,2,12,3,4,6,5,2
316180,SAO GONCALO DO PARA,2019,10,3,4,13,5,7,9,5,12,13,7,5
316180,SAO GONCALO DO PARA,2020,4,4,5,6,3,2,3,9,5,10,8,10
316180,SAO GONCALO DO PARA,2021,7,7,,,,,,,,,,
316190,SAO GONCALO DO RIO ABAIXO,2018,3,6,6,5,7,5,4,5,3,7,3,8
316190,SAO GONCALO DO RIO ABAIXO,2019,3,5,7,3,7,6,4,5,11,3,10,9
316190,SAO GONCALO DO RIO ABAIXO,2020,5,10,7,5,2,6,8,5,5,4,9,9
316190,SAO GONCALO DO RIO ABAIXO,2021,6,7,,,,,,,,,,
316200,SAO GONCALO DO SAPUCAI,2018,16,16,20,13,22,18,16,14,16,19,14,13
316200,SAO GONCALO DO SAPUCAI,2019,8,8,17,20,15,15,8,9,9,10,6,17
316200,SAO GONCALO DO SAPUCAI,2020,9,5,12,11,7,7,13,13,14,14,15,19
316200,SAO GONCALO DO SAPUCAI,2021,13,15,,,,,,,,,,
316210,SAO GOTARDO,2018,40,45,38,45,25,32,27,40,30,31,37,38
316210,SAO GOTARDO,2019,40,44,55,28,31,21,34,37,39,46,39,37
316210,SAO GOTARDO,2020,38,32,32,32,39,34,35,33,40,45,41,24
316210,SAO GOTARDO,2021,36,19,,,,,,,,,,
316220,SAO JOAO BATISTA GLORIA,2018,5,3,4,3,3,4,3,1,5,3,4,3
316220,SAO JOAO BATISTA GLORIA,2019,2,5,10,4,3,5,5,7,3,4,4,3
316220,SAO JOAO BATISTA GLORIA,2020,4,3,2,4,2,8,4,4,7,6,4,3
316220,SAO JOAO BATISTA GLORIA,2021,2,1,,,,,,,,,,
316225,SAO JOAO DA LAGOA,2018,5,0,1,2,3,2,3,0,1,2,0,1
316225,SAO JOAO DA LAGOA,2019,4,1,4,8,3,4,0,1,1,3,2,4
316225,SAO JOAO DA LAGOA,2020,4,2,1,2,1,3,5,2,2,1,1,4
316225,SAO JOAO DA LAGOA,2021,2,3,,,,,,,,,,
316230,SAO JOAO DA MATA,2018,1,0,0,1,2,0,1,1,0,1,1,0
316230,SAO JOAO DA MATA,2019,1,1,0,0,1,0,1,1,0,1,0,1
316230,SAO JOAO DA MATA,2020,0,0,0,1,1,0,1,0,3,1,1,0
316240,SAO JOAO DA PONTE,2018,8,4,12,10,6,13,11,7,4,11,12,9
316240,SAO JOAO DA PONTE,2019,7,3,15,7,9,6,4,10,7,11,5,2
316240,SAO JOAO DA PONTE,2020,9,6,11,4,5,8,10,9,4,4,9,4
316240,SAO JOAO DA PONTE,2021,10,4,,,,,,,,,,
316245,SAO JOAO DAS MISSOES,2018,3,2,2,1,4,5,4,2,6,3,2,6
316245,SAO JOAO DAS MISSOES,2019,3,2,1,4,1,4,1,2,4,6,2,3
316245,SAO JOAO DAS MISSOES,2020,1,5,1,2,8,5,4,2,1,3,2,7
316245,SAO JOAO DAS MISSOES,2021,2,1,,,,,,,,,,
316250,SAO JOAO DEL REI,2018,51,44,54,47,43,42,48,53,51,43,41,47
316250,SAO JOAO DEL REI,2019,41,41,43,47,51,39,48,26,39,48,56,44
316250,SAO JOAO DEL REI,2020,37,45,36,49,31,39,36,37,46,54,41,51
316250,SAO JOAO DEL REI,2021,42,27,,,,,,,,,,
316255,SAO JOAO DO MANHUACU,2018,1,5,4,6,4,5,5,5,5,7,7,1
316255,SAO JOAO DO MANHUACU,2019,6,7,6,1,3,9,4,4,4,3,4,4
316255,SAO JOAO DO MANHUACU,2020,2,5,9,0,1,5,8,10,10,4,5,4
316255,SAO JOAO DO MANHUACU,2021,8,8,,,,,,,,,,
316257,SAO JOAO DO MANTENINHA,2018,1,1,2,0,2,4,2,3,3,3,4,7
316257,SAO JOAO DO MANTENINHA,2019,3,6,2,1,1,1,0,1,2,2,4,2
316257,SAO JOAO DO MANTENINHA,2020,1,1,1,0,1,3,1,1,3,0,1,2
316257,SAO JOAO DO MANTENINHA,2021,4,4,,,,,,,,,,
316260,SAO JOAO DO ORIENTE,2018,4,5,5,4,4,7,5,5,5,3,6,2
316260,SAO JOAO DO ORIENTE,2019,4,3,6,4,4,1,1,4,1,3,7,5
316260,SAO JOAO DO ORIENTE,2020,3,4,1,0,5,1,3,2,4,4,4,4
316260,SAO JOAO DO ORIENTE,2021,3,4,,,,,,,,,,
316265,SAO JOAO DO PACUI,2018,3,1,0,1,2,0,1,1,0,4,0,0
316265,SAO JOAO DO PACUI,2019,1,3,1,0,3,1,1,1,0,0,0,3
316265,SAO JOAO DO PACUI,2020,0,2,2,2,3,1,1,5,3,2,2,2
316265,SAO JOAO DO PACUI,2021,2,2,,,,,,,,,,
316270,SAO JOAO DO PARAISO,2018,7,3,6,9,9,10,8,8,12,4,9,11
316270,SAO JOAO DO PARAISO,2019,4,7,7,6,4,5,6,8,6,6,14,15
316270,SAO JOAO DO PARAISO,2020,8,2,5,7,5,8,3,5,10,7,8,7
316270,SAO JOAO DO PARAISO,2021,9,7,,,,,,,,,,
316280,SAO JOAO EVANGELISTA,2018,20,9,19,13,5,17,8,15,12,17,17,8
316280,SAO JOAO EVANGELISTA,2019,12,16,14,3,11,9,10,10,8,18,9,14
316280,SAO JOAO EVANGELISTA,2020,10,9,8,17,20,9,10,14,16,6,16,7
316280,SAO JOAO EVANGELISTA,2021,18,11,,,,,,,,,,
316290,SAO JOAO NEPOMUCENO,2018,18,18,22,9,15,12,9,12,21,9,8,17
316290,SAO JOAO NEPOMUCENO,2019,23,21,17,17,13,17,20,14,16,27,17,21
316290,SAO JOAO NEPOMUCENO,2020,10,14,16,7,13,9,9,8,5,14,9,11
316290,SAO JOAO NEPOMUCENO,2021,9,13,,,,,,,,,,
316292,SAO JOAQUIM DE BICAS,2018,22,21,27,22,10,19,12,18,23,17,18,23
316292,SAO JOAQUIM DE BICAS,2019,14,19,19,26,22,32,26,19,14,26,27,21
316292,SAO JOAQUIM DE BICAS,2020,26,25,20,19,21,23,28,31,18,26,25,25
316292,SAO JOAQUIM DE BICAS,2021,29,18,,,,,,,,,,
316294,SAO JOSE DA BARRA,2018,7,1,5,4,3,4,9,1,6,1,4,4
316294,SAO JOSE DA BARRA,2019,7,3,7,4,3,8,3,5,4,5,2,6
316294,SAO JOSE DA BARRA,2020,2,7,8,5,5,7,2,6,3,3,6,5
316294,SAO JOSE DA BARRA,2021,6,3,,,,,,,,,,
316295,SAO JOSE DA LAPA,2018,15,12,19,17,15,14,22,11,12,19,21,13
316295,SAO JOSE DA LAPA,2019,17,16,15,11,21,8,17,14,27,16,24,25
316295,SAO JOSE DA LAPA,2020,12,15,10,16,11,16,14,18,21,12,20,11
316295,SAO JOSE DA LAPA,2021,7,13,,,,,,,,,,
316300,SAO JOSE DA SAFIRA,2018,5,1,5,2,1,1,1,2,0,1,2,0
316300,SAO JOSE DA SAFIRA,2019,2,0,1,1,0,0,0,3,1,1,2,0
316300,SAO JOSE DA SAFIRA,2020,4,3,1,0,0,1,1,3,3,1,1,0
316300,SAO JOSE DA SAFIRA,2021,3,1,,,,,,,,,,
316310,SAO JOSE DA VARGINHA,2018,5,0,2,3,2,1,3,2,3,1,1,2
316310,SAO JOSE DA VARGINHA,2019,2,3,3,1,2,3,3,0,0,4,3,4
316310,SAO JOSE DA VARGINHA,2020,3,2,4,2,3,2,2,6,1,2,1,0
316310,SAO JOSE DA VARGINHA,2021,2,2,,,,,,,,,,
316320,SAO JOSE DO ALEGRE,2018,3,0,0,1,6,1,0,1,4,1,3,1
316320,SAO JOSE DO ALEGRE,2019,1,2,4,3,1,1,0,1,0,0,2,1
316320,SAO JOSE DO ALEGRE,2020,2,2,4,1,2,0,2,1,0,4,2,6
316320,SAO JOSE DO ALEGRE,2021,1,2,,,,,,,,,,
316330,SAO JOSE DO DIVINO,2018,0,0,0,1,0,1,2,0,0,0,1,0
316330,SAO JOSE DO DIVINO,2019,1,2,0,0,0,1,2,0,0,0,0,0
316330,SAO JOSE DO DIVINO,2020,1,0,0,0,4,0,1,2,0,0,0,0
316330,SAO JOSE DO DIVINO,2021,0,1,,,,,,,,,,
316340,SAO JOSE DO GOIABAL,2018,3,0,7,5,3,0,1,2,2,0,4,4
316340,SAO JOSE DO GOIABAL,2019,2,2,2,4,3,2,3,3,1,2,0,1
316340,SAO JOSE DO GOIABAL,2020,1,3,1,3,3,1,2,3,4,1,3,1
316340,SAO JOSE DO GOIABAL,2021,0,3,,,,,,,,,,
316350,SAO JOSE DO JACURI,2018,3,2,1,5,2,0,1,5,2,0,2,3
316350,SAO JOSE DO JACURI,2019,8,3,0,3,4,3,2,1,3,2,0,1
316350,SAO JOSE DO JACURI,2020,3,2,3,6,4,2,4,1,2,2,1,1
316350,SAO JOSE DO JACURI,2021,4,1,,,,,,,,,,
316360,SAO JOSE DO MANTIMENTO,2018,2,2,1,1,1,1,3,0,1,1,2,0
316360,SAO JOSE DO MANTIMENTO,2019,2,1,1,3,1,2,0,0,1,0,2,1
316360,SAO JOSE DO MANTIMENTO,2020,0,1,1,0,2,0,0,0,2,1,6,2
316360,SAO JOSE DO MANTIMENTO,2021,1,1,,,,,,,,,,
316370,SAO LOURENCO,2018,24,29,28,30,23,25,25,32,28,35,31,30
316370,SAO LOURENCO,2019,39,17,35,21,24,31,20,25,25,37,28,39
316370,SAO LOURENCO,2020,28,26,28,20,23,31,40,32,26,24,31,20
316370,SAO LOURENCO,2021,24,27,,,,,,,,,,
316380,SAO MIGUEL DO ANTA,2018,3,1,4,3,1,3,3,3,4,5,5,5
316380,SAO MIGUEL DO ANTA,2019,1,2,3,2,3,4,3,2,3,6,0,3
316380,SAO MIGUEL DO ANTA,2020,2,5,7,1,1,2,6,3,3,3,5,4
316380,SAO MIGUEL DO ANTA,2021,0,4,,,,,,,,,,
316390,SAO PEDRO DA UNIAO,2018,0,2,4,2,1,1,2,1,1,5,1,5
316390,SAO PEDRO DA UNIAO,2019,4,3,0,1,2,0,2,2,4,3,2,1
316390,SAO PEDRO DA UNIAO,2020,2,2,3,2,4,3,5,3,1,0,5,4
316390,SAO PEDRO DA UNIAO,2021,1,1,,,,,,,,,,
316400,SAO PEDRO DOS FERROS,2018,4,4,4,4,4,8,5,3,2,5,7,7
316400,SAO PEDRO DOS FERROS,2019,7,6,11,4,6,4,9,6,12,4,8,9
316400,SAO PEDRO DOS FERROS,2020,8,15,6,6,7,8,12,2,11,5,8,7
316400,SAO PEDRO DOS FERROS,2021,8,6,,,,,,,,,,
316410,SAO PEDRO DO SUACUI,2018,0,4,0,1,2,3,1,3,4,2,2,1
316410,SAO PEDRO DO SUACUI,2019,0,5,6,2,0,1,7,2,6,4,3,1
316410,SAO PEDRO DO SUACUI,2020,1,3,0,4,4,2,4,3,0,6,3,3
316410,SAO PEDRO DO SUACUI,2021,3,4,,,,,,,,,,
316420,SAO ROMAO,2018,2,5,4,5,2,4,6,3,4,4,5,5
316420,SAO ROMAO,2019,9,8,10,4,8,8,0,4,7,2,6,2
316420,SAO ROMAO,2020,9,6,1,6,2,7,4,6,3,7,11,5
316420,SAO ROMAO,2021,4,4,,,,,,,,,,
316430,SAO ROQUE DE MINAS,2018,7,1,2,1,2,4,4,3,2,3,3,3
316430,SAO ROQUE DE MINAS,2019,2,6,4,5,3,1,0,1,3,4,3,2
316430,SAO ROQUE DE MINAS,2020,1,1,5,5,0,6,3,3,5,3,3,5
316430,SAO ROQUE DE MINAS,2021,5,8,,,,,,,,,,
316440,SAO SEBASTIAO DA BELA VISTA,2018,2,3,8,1,5,4,3,3,6,2,2,4
316440,SAO SEBASTIAO DA BELA VISTA,2019,4,3,4,6,6,5,0,3,0,4,2,4
316440,SAO SEBASTIAO DA BELA VISTA,2020,1,2,3,3,4,9,1,1,3,10,6,3
316440,SAO SEBASTIAO DA BELA VISTA,2021,3,2,,,,,,,,,,
316443,SAO SEBASTIAO DA VARGEM ALEGRE,2018,1,3,4,3,3,1,0,4,6,6,3,1
316443,SAO SEBASTIAO DA VARGEM ALEGRE,2019,2,1,0,4,0,1,0,0,1,2,3,2
316443,SAO SEBASTIAO DA VARGEM ALEGRE,2020,1,1,0,2,1,1,0,0,1,0,2,2
316443,SAO SEBASTIAO DA VARGEM ALEGRE,2021,0,4,,,,,,,,,,
316447,SAO SEBASTIAO DO ANTA,2018,2,0,1,3,5,5,0,3,2,2,4,4
316447,SAO SEBASTIAO DO ANTA,2019,3,2,1,6,2,2,5,3,4,4,3,2
316447,SAO SEBASTIAO DO ANTA,2020,2,4,1,1,1,2,4,4,6,3,2,4
316447,SAO SEBASTIAO DO ANTA,2021,2,3,,,,,,,,,,
316450,SAO SEBAST. DO MARANHAO,2018,2,7,0,4,5,4,3,3,6,6,2,3
316450,SAO SEBAST. DO MARANHAO,2019,0,8,3,3,1,2,3,1,4,3,5,6
316450,SAO SEBAST. DO MARANHAO,2020,7,2,3,3,1,6,2,5,7,5,7,2
316450,SAO SEBAST. DO MARANHAO,2021,3,3,,,,,,,,,,
316460,SAO SEBASTIAO DO OESTE,2018,2,3,4,2,6,3,2,5,6,2,2,2
316460,SAO SEBASTIAO DO OESTE,2019,9,0,5,2,5,1,6,3,4,4,4,2
316460,SAO SEBASTIAO DO OESTE,2020,2,5,3,0,3,3,5,3,2,4,0,6
316460,SAO SEBASTIAO DO OESTE,2021,2,2,,,,,,,,,,
316470,SAO SEBASTIAO PARAISO,2018,56,53,65,47,42,70,35,50,56,55,60,60
316470,SAO SEBASTIAO PARAISO,2019,73,52,60,65,40,34,50,46,77,55,41,65
316470,SAO SEBASTIAO PARAISO,2020,69,37,51,35,48,57,51,47,56,39,57,45
316470,SAO SEBASTIAO PARAISO,2021,61,47,,,,,,,,,,
316480,SAO SEB.DO RIO PRETO,2018,0,0,1,2,1,0,2,4,0,3,1,2
316480,SAO SEB.DO RIO PRETO,2019,1,0,2,0,0,0,1,1,0,0,1,0
316480,SAO SEB.DO RIO PRETO,2020,0,1,4,2,0,0,0,0,0,0,1,0
316490,SAO SEBASTIAO DO RIO VERDE,2018,1,2,0,1,0,0,1,1,0,0,2,0
